"FDC_ID","`data_type`","DESCRIPTION","`food_category_id`","portion_amount","serving","grams_per_serving","NUTRIENTS_PER_100G","DATA_POINTS","`nutrient`"
"170393",sr_legacy_food,"Carrots, raw","11",1.0,cup chopped,128.0,835.0,"0","Vitamin A, RAE"
"170393",sr_legacy_food,"Carrots, raw","11",1.0,cup chopped,128.0,2.8,"4","Fiber, total dietary"
"170393",sr_legacy_food,"Carrots, raw","11",1.0,cup chopped,128.0,0.0,"0",Vitamin D (D2 + D3)
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,27.2,"12","Vitamin C, total ascorbic acid"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,0.63,"6",Total lipid (fat)
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,11.0,"6","Calcium, Ca"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,0.33,"6","Iron, Fe"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,11.9,"6","Magnesium, Mg"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,260.0,"6","Potassium, K"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,6.0,"6","Sodium, Na"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,0.2,"6","Zinc, Zn"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,2.1,"3","Fiber, total dietary"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,0.98,"2",Vitamin E (alpha-tocopherol)
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,0.83,,Protein
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,5.51,,"Carbohydrate, by difference"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,0.0,,"Vitamin A, RAE"
"321360",foundation_food,"Tomatoes, grape, raw","11",5.0,"",49.7,27.0,,Energy
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.039,,"Fatty acids, total saturated"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.0,"1",Starch
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,6.29,,"Carbohydrate, by difference"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,32.0,,Energy
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.34,"8",Total lipid (fat)
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.01,"8",Sucrose
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.58,"8",Glucose (dextrose)
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,46.0,"8","Calcium, Ca"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,303.0,"8","Potassium, K"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.42,"8","Zinc, Zn"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.15,"6",Vitamin E (alpha-tocopherol)
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.82,"8",Fructose
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.0,"8",Lactose
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,2.57,,Protein
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,2.4,"4","Fiber, total dietary"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,0.69,"8","Iron, Fe"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,21.0,"8","Magnesium, Mg"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,36.0,"7","Sodium, Na"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,53.3,"12","Vitamin C, total ascorbic acid"
"321900",foundation_food,"Broccoli, raw","11",1.0,chopped,76.0,8.0,,"Vitamin A, RAE"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,30.0,"8","Sodium, Na"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,157.0,"8","Potassium, K"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,8.16,,"Carbohydrate, by difference"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,34.0,,Energy
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,10.9,"8","Vitamin C, total ascorbic acid"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,0.8,,"Fiber, total dietary"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,0.38,"8","Iron, Fe"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,13.0,"8","Magnesium, Mg"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,232.0,,"Vitamin A, RAE"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,0.82,,Protein
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,0.02,"4",Starch
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,2.4,"8",Fructose
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,0.0,"8",Lactose
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,3.32,"8",Sucrose
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,2.08,"8",Glucose (dextrose)
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,9.0,"8","Calcium, Ca"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,0.44,"8","Zinc, Zn"
"327198",foundation_food,"Melons, cantaloupe, raw","9",1.0,cubes,160.0,0.18,"7",Total lipid (fat)
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,2.0,"4","Fiber, total dietary"
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,0.33,"8","Iron, Fe"
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,10.7,"8","Magnesium, Mg"
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,9.0,"8","Sodium, Na"
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,0.91,,Protein
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,0.0,"1",Starch
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,2.36,"8",Fructose
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,0.0,"8",Lactose
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,59.1,"8","Vitamin C, total ascorbic acid"
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,0.15,"8",Total lipid (fat)
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,4.19,"8",Sucrose
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,2.02,"8",Glucose (dextrose)
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,43.0,"8","Calcium, Ca"
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,166.0,"8","Potassium, K"
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,0.11,"8","Zinc, Zn"
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,11.8,,"Carbohydrate, by difference"
"327501",foundation_food,"Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)","9",1.0,sections no membranes,165.0,47.0,,Energy
"327699",foundation_food,"Strawberries, raw","9",,,,0.04,"8",Starch
"327699",foundation_food,"Strawberries, raw","9",,,,0.18,"8","Zinc, Zn"
"327699",foundation_food,"Strawberries, raw","9",,,,0.22,"8",Total lipid (fat)
"327699",foundation_food,"Strawberries, raw","9",,,,1.8,"4","Fiber, total dietary"
"327699",foundation_food,"Strawberries, raw","9",,,,11.8,"8","Magnesium, Mg"
"327699",foundation_food,"Strawberries, raw","9",,,,0.64,,Protein
"327699",foundation_food,"Strawberries, raw","9",,,,36.3,"5","Vitamin C, total ascorbic acid"
"327699",foundation_food,"Strawberries, raw","9",,,,10.0,"8","Sodium, Na"
"327699",foundation_food,"Strawberries, raw","9",,,,89.0,"8","Potassium, K"
"327699",foundation_food,"Strawberries, raw","9",,,,12.0,"8","Calcium, Ca"
"327699",foundation_food,"Strawberries, raw","9",,,,7.63,,"Carbohydrate, by difference"
"327699",foundation_food,"Strawberries, raw","9",,,,31.0,,Energy
"327699",foundation_food,"Strawberries, raw","9",,,,0.11,"8",Sucrose
"327699",foundation_food,"Strawberries, raw","9",,,,2.39,"6",Glucose (dextrose)
"327699",foundation_food,"Strawberries, raw","9",,,,0.0,,"Fatty acids, total saturated"
"327699",foundation_food,"Strawberries, raw","9",,,,0.28,"8","Iron, Fe"
"327699",foundation_food,"Strawberries, raw","9",,,,2.84,"6",Fructose
"327699",foundation_food,"Strawberries, raw","9",,,,0.0,"8",Lactose
"327699",foundation_food,"Strawberries, raw","9",,,,1.0,,"Vitamin A, RAE"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,3.8,,Protein
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,11.0,,Total lipid (fat)
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,28.2,,"Carbohydrate, by difference"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,216.0,,Energy
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,3.0,,Caffeine
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,1.2,,"Fiber, total dietary"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,109.0,,"Calcium, Ca"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,0.93,,"Iron, Fe"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,29.0,,"Magnesium, Mg"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,249.0,,"Potassium, K"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,76.0,,"Sodium, Na"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,0.58,,"Zinc, Zn"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,118.0,,"Vitamin A, RAE"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,0.3,,Vitamin E (alpha-tocopherol)
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,0.2,,Vitamin D (D2 + D3)
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,0.7,,"Vitamin C, total ascorbic acid"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,16.0,,"Folate, DFE"
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,34.0,,Cholesterol
"336563",survey_fndds_food,"Ice cream, regular, chocolate",,,"1 cup",148.0,6.8,,"Fatty acids, total saturated"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,1.77,,Protein
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,4.19,,Total lipid (fat)
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,22.8,,"Carbohydrate, by difference"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,136.0,,Energy
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,1.0,,Caffeine
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,0.0,,"Fiber, total dietary"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,50.0,,"Calcium, Ca"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,0.68,,"Iron, Fe"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,11.0,,"Magnesium, Mg"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,124.0,,"Potassium, K"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,147.0,,"Sodium, Na"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,0.25,,"Zinc, Zn"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,8.0,,"Vitamin A, RAE"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,0.3,,Vitamin E (alpha-tocopherol)
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,0.0,,Vitamin D (D2 + D3)
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,0.2,,"Vitamin C, total ascorbic acid"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,2.0,,"Folate, DFE"
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,1.0,,Cholesterol
"336690",survey_fndds_food,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",,,"1 cup",267.0,1.14,,"Fatty acids, total saturated"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,4.49,,Protein
"339743",survey_fndds_food,"Muffin, fruit ",,,,,16.07,,Total lipid (fat)
"339743",survey_fndds_food,"Muffin, fruit ",,,,,53.0,,"Carbohydrate, by difference"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,375.0,,Energy
"339743",survey_fndds_food,"Muffin, fruit ",,,,,0.0,,Caffeine
"339743",survey_fndds_food,"Muffin, fruit ",,,,,1.1,,"Fiber, total dietary"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,44.0,,"Calcium, Ca"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,1.3,,"Iron, Fe"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,10.0,,"Magnesium, Mg"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,121.0,,"Potassium, K"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,336.0,,"Sodium, Na"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,0.37,,"Zinc, Zn"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,21.0,,"Vitamin A, RAE"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,1.63,,Vitamin E (alpha-tocopherol)
"339743",survey_fndds_food,"Muffin, fruit ",,,,,0.1,,Vitamin D (D2 + D3)
"339743",survey_fndds_food,"Muffin, fruit ",,,,,0.9,,"Vitamin C, total ascorbic acid"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,73.0,,"Folate, DFE"
"339743",survey_fndds_food,"Muffin, fruit ",,,,,30.0,,Cholesterol
"339743",survey_fndds_food,"Muffin, fruit ",,,,,2.844,,"Fatty acids, total saturated"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,3.48,,Protein
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,20.05,,Total lipid (fat)
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,52.84,,"Carbohydrate, by difference"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,389.0,,Energy
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,6.0,,Caffeine
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,2.2,,"Fiber, total dietary"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,30.0,,"Calcium, Ca"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,3.04,,"Iron, Fe"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,31.0,,"Magnesium, Mg"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,270.0,,"Potassium, K"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,348.0,,"Sodium, Na"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,0.58,,"Zinc, Zn"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,1.0,,"Vitamin A, RAE"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,4.33,,Vitamin E (alpha-tocopherol)
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,0.0,,Vitamin D (D2 + D3)
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,0.1,,"Vitamin C, total ascorbic acid"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,23.0,,"Folate, DFE"
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,22.0,,Cholesterol
"339768",survey_fndds_food,"Cake or cupcake, NS as to type",,,"1 regular cupcake",50.0,5.917,,"Fatty acids, total saturated"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,5.1,,Protein
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,24.72,,Total lipid (fat)
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,65.36,,"Carbohydrate, by difference"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,492.0,,Energy
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,11.0,,Caffeine
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,2.0,,"Fiber, total dietary"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,21.0,,"Calcium, Ca"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,5.58,,"Iron, Fe"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,41.0,,"Magnesium, Mg"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,171.0,,"Potassium, K"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,311.0,,"Sodium, Na"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,0.72,,"Zinc, Zn"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,0.0,,"Vitamin A, RAE"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,2.01,,Vitamin E (alpha-tocopherol)
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,0.0,,Vitamin D (D2 + D3)
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,0.0,,"Vitamin C, total ascorbic acid"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,92.0,,"Folate, DFE"
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,0.0,,Cholesterol
"339850",survey_fndds_food,"Cookie, chocolate chip",,,"1 mini or bite size cookie",5.0,8.091,,"Fatty acids, total saturated"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,6.14,,Protein
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,22.7,,Total lipid (fat)
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,47.93,,"Carbohydrate, by difference"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,421.0,,Energy
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,0.0,,Caffeine
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,2.1,,"Fiber, total dietary"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,101.0,,"Calcium, Ca"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,2.38,,"Iron, Fe"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,17.0,,"Magnesium, Mg"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,102.0,,"Potassium, K"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,316.0,,"Sodium, Na"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,0.61,,"Zinc, Zn"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,5.0,,"Vitamin A, RAE"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,1.43,,Vitamin E (alpha-tocopherol)
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,0.1,,Vitamin D (D2 + D3)
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,1.2,,"Vitamin C, total ascorbic acid"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,155.0,,"Folate, DFE"
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,30.0,,Cholesterol
"340112",survey_fndds_food,"Doughnut, raised or yeast",,,"1 small doughnut (approx 3"" dia)",31.0,9.453,,"Fatty acids, total saturated"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,4.01,,Protein
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,9.02,,Total lipid (fat)
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,71.83,,"Carbohydrate, by difference"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,385.0,,Energy
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,0.0,,Caffeine
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,1.8,,"Fiber, total dietary"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,12.0,,"Calcium, Ca"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,4.35,,"Iron, Fe"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,11.0,,"Magnesium, Mg"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,86.0,,"Potassium, K"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,311.0,,"Sodium, Na"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,0.36,,"Zinc, Zn"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,202.0,,"Vitamin A, RAE"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,0.74,,Vitamin E (alpha-tocopherol)
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,0.0,,Vitamin D (D2 + D3)
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,0.0,,"Vitamin C, total ascorbic acid"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,115.0,,"Folate, DFE"
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,0.0,,Cholesterol
"340119",survey_fndds_food,Breakfast tart,,,"1 Pop Tart",54.0,3.091,,"Fatty acids, total saturated"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,6.69,,Protein
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,10.6,,Total lipid (fat)
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,77.66,,"Carbohydrate, by difference"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,430.0,,Energy
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,0.0,,Caffeine
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,3.4,,"Fiber, total dietary"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,77.0,,"Calcium, Ca"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,3.78,,"Iron, Fe"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,40.0,,"Magnesium, Mg"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,170.0,,"Potassium, K"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,459.0,,"Sodium, Na"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,0.96,,"Zinc, Zn"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,0.0,,"Vitamin A, RAE"
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,1.51,,Vitamin E (alpha-tocopherol)
"340176",survey_fndds_food,"Crackers, graham",,,"1 large rectangular piece or 2 squares or 4 small rectangular pieces",14.0,0.0,,Vitamin D (D2 + D3)
